area_type,location,bath,price,bhk,area,price_per_sqft
Super built-up  Area,Thanisandra,3.0,107.0,3,1702.0,6286.721504112808
Super built-up  Area,Thanisandra,4.0,125.0,3,2030.0,6157.635467980295
Super built-up  Area,Thanisandra,2.0,59.0,2,1140.0,5175.438596491228
Super built-up  Area,Thanisandra,1.0,46.0,1,663.0,6938.15987933635
Built-up  Area,Thanisandra,4.0,129.0,4,1948.0,6622.17659137577
Built-up  Area,Thanisandra,3.0,90.0,3,1573.0,5721.551176096631
Super built-up  Area,Thanisandra,2.0,70.0,2,1056.0,6628.787878787879
Super built-up  Area,Thanisandra,3.0,96.0,3,1595.0,6018.808777429467
Super built-up  Area,Thanisandra,3.0,85.73,3,1732.0,4949.769053117783
Super built-up  Area,Thanisandra,2.0,65.0,2,1226.0,5301.794453507341
Super built-up  Area,Thanisandra,2.0,83.05,2,1245.0,6670.682730923695
Built-up  Area,Thanisandra,4.0,188.0,4,2695.0,6975.881261595548
Super built-up  Area,Thanisandra,2.0,80.0,3,1261.0,6344.171292624901
Super built-up  Area,Thanisandra,4.0,117.0,3,1884.0,6210.1910828025475
Super built-up  Area,Thanisandra,2.0,54.0,2,965.0,5595.854922279793
Super built-up  Area,Thanisandra,4.0,122.0,3,1930.0,6321.243523316062
Super built-up  Area,Thanisandra,2.0,68.0,3,1241.0,5479.45205479452
Super built-up  Area,Thanisandra,4.0,120.0,3,1930.0,6217.616580310881
Super built-up  Area,Thanisandra,1.0,50.4,1,760.0,6631.578947368421
Super built-up  Area,Thanisandra,1.0,32.82,1,663.0,4950.226244343891
Super built-up  Area,Thanisandra,3.0,115.0,3,1801.0,6385.341476957246
Built-up  Area,Thanisandra,4.0,220.0,4,3671.0,5992.917461182239
Super built-up  Area,Thanisandra,2.0,46.5,2,1110.0,4189.189189189189
Super built-up  Area,Thanisandra,2.0,90.0,2,1305.0,6896.551724137931
Super built-up  Area,Thanisandra,4.0,125.0,3,1965.0,6361.323155216285
Super built-up  Area,Thanisandra,3.0,100.0,3,1573.0,6357.279084551812
Super built-up  Area,Thanisandra,3.0,112.0,4,2259.0,4957.9459938025675
Built-up  Area,Thanisandra,4.0,130.0,4,1917.0,6781.429316640584
Super built-up  Area,Thanisandra,2.0,65.59,2,1226.0,5349.918433931484
Built-up  Area,"Thanisandra Main Road, ",3.0,151.0,3,2357.0,6406.448875689436
Built-up  Area,"Thanisandra Main Road, ",4.0,183.0,4,2872.0,6371.866295264624
Super built-up  Area,Thanisandra main road,3.0,455.0,3,3144.0,14472.010178117049
Super built-up  Area,Thanisandra main road,4.0,590.0,4,4110.0,14355.231143552312
Super built-up  Area,Thanisandra main road,4.0,602.0,4,4209.0,14302.684723212164
Super built-up  Area,Thigalarapalya,6.0,230.0,4,3122.0,7367.072389493914
Super built-up  Area,Thigalarapalya,4.0,142.0,3,2072.0,6853.281853281854
Super built-up  Area,Thigalarapalya,2.0,103.0,2,1297.0,7941.403238242097
Super built-up  Area,Thigalarapalya,2.0,95.0,2,1418.0,6699.576868829337
Super built-up  Area,Thigalarapalya,6.0,235.0,4,3122.0,7527.226137091608
Super built-up  Area,Thigalarapalya,6.0,245.0,4,3122.0,7847.533632286995
Super built-up  Area,Thigalarapalya,4.0,150.0,3,2072.0,7239.382239382239
Super built-up  Area,Thigalarapalya,2.0,103.0,2,1418.0,7263.7517630465445
Super built-up  Area,Thigalarapalya,2.0,101.0,2,1418.0,7122.708039492242
Super built-up  Area,Thigalarapalya,2.0,104.0,2,1418.0,7334.273624823695
Super built-up  Area,Thigalarapalya,4.0,139.0,3,2072.0,6708.494208494209
Super built-up  Area,Thigalarapalya,5.0,225.0,4,3122.0,7206.91864189622
Super built-up  Area,Thigalarapalya,6.0,210.0,4,2912.0,7211.538461538462
Super built-up  Area,Thigalarapalya,2.0,103.0,2,1418.0,7263.7517630465445
Super built-up  Area,Thigalarapalya,4.0,159.0,3,2072.0,7673.745173745174
Super built-up  Area,Thigalarapalya,4.0,147.0,3,2072.0,7094.594594594595
Super built-up  Area,Thigalarapalya,2.0,106.0,2,1418.0,7475.317348377997
Super built-up  Area,Thigalarapalya,4.0,156.0,3,2215.0,7042.889390519187
Super built-up  Area,Thigalarapalya,2.0,104.0,2,1418.0,7334.273624823695
Super built-up  Area,Thigalarapalya,6.0,237.0,4,3122.0,7591.287636130685
Super built-up  Area,Thigalarapalya,2.0,105.0,2,1418.0,7404.795486600846
Super built-up  Area,Thigalarapalya,2.0,104.0,2,1418.0,7334.273624823695
Super built-up  Area,Thigalarapalya,4.0,139.0,3,2072.0,6708.494208494209
Super built-up  Area,Thigalarapalya,4.0,160.0,3,2215.0,7223.476297968397
Super built-up  Area,Thigalarapalya,2.0,106.0,2,1418.0,7475.317348377997
Super built-up  Area,Thigalarapalya,4.0,155.0,3,2072.0,7480.694980694981
Super built-up  Area,Thigalarapalya,4.0,135.0,3,1830.0,7377.049180327869
Super built-up  Area,Thigalarapalya,2.0,105.0,2,1418.0,7404.795486600846
Super built-up  Area,Thigalarapalya,4.0,160.0,3,2072.0,7722.007722007722
Super built-up  Area,Thigalarapalya,4.0,150.0,3,2215.0,6772.009029345372
Super built-up  Area,Thigalarapalya,4.0,154.0,3,2215.0,6952.5959367945825
Super built-up  Area,Thigalarapalya,4.0,152.0,3,2072.0,7335.907335907336
Super built-up  Area,Thigalarapalya,4.0,160.0,3,2072.0,7722.007722007722
Super built-up  Area,Thigalarapalya,4.0,155.0,3,2072.0,7480.694980694981
Super built-up  Area,Thigalarapalya,6.0,235.0,4,3122.0,7527.226137091608
Super built-up  Area,Thigalarapalya,4.0,153.0,3,2072.0,7384.169884169884
Super built-up  Area,Thigalarapalya,4.0,150.0,3,2215.0,6772.009029345372
Super built-up  Area,Thigalarapalya,4.0,157.0,3,2072.0,7577.220077220078
Super built-up  Area,Thigalarapalya,2.0,105.0,2,1418.0,7404.795486600846
Built-up  Area,Thigalarapalya,5.0,249.0,4,3362.0,7406.305770374777
Super built-up  Area,Thigalarapalya,6.0,245.0,4,3122.0,7847.533632286995
Super built-up  Area,Thigalarapalya,3.0,133.0,3,1830.0,7267.75956284153
Super built-up  Area,Thigalarapalya,4.0,154.0,3,2215.0,6952.5959367945825
Super built-up  Area,Thigalarapalya,4.0,325.0,4,4190.0,7756.563245823389
Super built-up  Area,Thigalarapalya,4.0,157.0,3,2215.0,7088.03611738149
Super built-up  Area,Thigalarapalya,4.0,151.0,3,2072.0,7287.644787644787
Super built-up  Area,Thigalarapalya,5.0,300.0,4,4303.0,6971.880083662561
Super built-up  Area,Thigalarapalya,2.0,105.0,2,1400.0,7500.0
Super built-up  Area,Thigalarapalya,4.0,162.0,3,2215.0,7313.769751693002
Super built-up  Area,Thigalarapalya,2.0,98.0,2,1297.0,7555.898226676947
Super built-up  Area,Thigalarapalya,4.0,152.0,3,2215.0,6862.302483069978
Super built-up  Area,Thippasandra,1.0,30.0,1,650.0,4615.384615384615
Super built-up  Area,Thippasandra,1.0,30.0,1,660.0,4545.454545454545
Super built-up  Area,Thirumenahalli,2.0,42.33,3,1378.0,3071.843251088534
Super built-up  Area,Thirumenahalli,2.0,39.5,2,1100.0,3590.909090909091
Super built-up  Area,Thirumenahalli,2.0,36.69,2,1161.0,3160.206718346253
Super built-up  Area,Thirumenahalli,2.0,36.69,2,1161.0,3160.206718346253
Carpet  Area,Thirumenahalli,2.0,70.0,2,1100.0,6363.636363636364
Super built-up  Area,Thirumenahalli,3.0,56.0,3,1602.0,3495.6304619225966
Super built-up  Area,Thomas Town,2.0,59.0,2,1250.0,4720.0
Built-up  Area,Thubarahalli,4.0,239.0,4,3800.0,6289.473684210527
Super built-up  Area,Thubarahalli,2.0,78.0,2,1200.0,6500.0
Super built-up  Area,Thubarahalli,2.0,75.0,2,1128.0,6648.936170212766
Built-up  Area,Thubarahalli,2.0,65.0,2,1185.0,5485.232067510548
Built-up  Area,Thubarahalli,2.0,55.0,2,975.0,5641.025641025641
Super built-up  Area,Thubarahalli,2.0,75.0,2,1330.0,5639.097744360903
Super built-up  Area,Thubarahalli,2.0,70.0,2,1085.0,6451.612903225807
Built-up  Area,Thubarahalli,2.0,80.0,2,1216.0,6578.9473684210525
Super built-up  Area,Thubarahalli,2.0,79.0,2,1200.0,6583.333333333333
Super built-up  Area,Thubarahalli,2.0,80.0,2,1200.0,6666.666666666667
Super built-up  Area,Thubarahalli,2.0,79.55,2,1200.0,6629.166666666667
Built-up  Area,Thubarahalli,3.0,90.0,3,1540.0,5844.1558441558445
Built-up  Area,Thubarahalli,3.0,175.0,3,2625.0,6666.666666666667
Super built-up  Area,Thubarahalli,2.0,50.0,2,975.0,5128.205128205128
Super built-up  Area,Thubarahalli,3.0,90.0,3,1540.0,5844.1558441558445
Super built-up  Area,Thubarahalli,3.0,101.0,3,1584.0,6376.262626262626
Plot  Area,Thyagaraja Nagar,1.0,100.0,1,800.0,12500.0
Super built-up  Area,Thyagaraja Nagar,4.0,145.0,5,2000.0,7250.0
Super built-up  Area,Thyagaraja Nagar,2.0,95.25,3,1270.0,7500.0
Super built-up  Area,Thyagaraja Nagar,2.0,68.0,2,1040.0,6538.461538461538
Super built-up  Area,Tigalarpalya,3.0,117.0,3,1998.0,5855.855855855856
Plot  Area,Tindlu,2.0,87.0,3,1500.0,5800.0
Built-up  Area,Tindlu,7.0,400.0,7,7500.0,5333.333333333333
Super built-up  Area,Tindlu,2.0,65.0,3,1357.0,4789.977892409727
Plot  Area,Tindlu,3.0,87.0,3,1500.0,5800.0
Built-up  Area,Tindlu,3.0,65.0,3,1370.07,4744.283138817725
Built-up  Area,Tindlu,2.0,59.8,2,1165.0,5133.0472103004295
Super built-up  Area,Tindlu,2.0,55.0,2,1050.0,5238.0952380952385
Super built-up  Area,Tindlu,2.0,55.0,2,1100.0,5000.0
Super built-up  Area,Tirumanahalli,2.0,56.7,2,1255.0,4517.92828685259
Super built-up  Area,Tirumanahalli,2.0,55.0,2,1260.0,4365.079365079365
Super built-up  Area,Tumkur Road,3.0,95.0,3,1500.0,6333.333333333333
Super built-up  Area,Tumkur Road,3.0,112.0,3,1779.0,6295.6717256885895
Super built-up  Area,Tumkur Road,3.0,100.0,3,1586.0,6305.170239596469
Super built-up  Area,Tumkur Road,2.0,72.0,2,1098.0,6557.377049180328
Super built-up  Area,Tumkur Road,3.0,90.0,3,1354.0,6646.971935007386
Super built-up  Area,Tumkur Road,2.0,84.0,3,1240.0,6774.193548387097
Super built-up  Area,Tumkur Road,2.0,82.0,2,1239.0,6618.240516545601
Super built-up  Area,Tumkur Road,2.0,82.0,2,1246.0,6581.0593900481545
Super built-up  Area,Tumkur Road,3.0,100.0,3,1500.0,6666.666666666667
Super built-up  Area,Tumkur Road,3.0,98.0,3,1789.0,5477.920626048071
Super built-up  Area,Tumkur Road,3.0,94.0,3,1416.0,6638.418079096045
Super built-up  Area,Tumkur Road,2.0,60.0,2,1027.0,5842.259006815969
Super built-up  Area,Tumkur Road,2.0,68.62,2,1027.0,6681.596884128529
Super built-up  Area,Tumkur Road,2.0,95.0,3,1459.0,6511.3091158327625
Super built-up  Area,Tumkur Road,2.0,60.0,2,992.0,6048.387096774193
Super built-up  Area,Tumkur Road,2.0,52.5,2,1066.0,4924.953095684803
Super built-up  Area,Tumkur Road,2.0,79.0,3,1240.0,6370.967741935484
Super built-up  Area,Tumkur Road,2.0,95.0,3,1441.0,6592.64399722415
Super built-up  Area,Tumkur Road,2.0,83.0,3,1240.0,6693.548387096775
Super built-up  Area,Tumkur Road,2.0,67.0,2,1027.0,6523.855890944498
Built-up  Area,Tumkur Road,2.0,58.3,3,1060.0,5500.0
Super built-up  Area,Tumkur Road,2.0,70.0,2,992.0,7056.451612903225
Super built-up  Area,Tumkur Road,3.0,85.86,3,1354.0,6341.211225997045
Super built-up  Area,Tunganagara,2.0,54.21,3,1936.0,2800.103305785124
Super built-up  Area,Tunganagara,2.0,35.56,3,1270.0,2800.0
Plot  Area,Udaya Nagar,1.0,75.0,2,1000.0,7500.0
Super built-up  Area,Udayapur Village,3.0,68.29,3,1630.0,4189.57055214724
Super built-up  Area,Udayapur Village,2.0,60.33,3,1440.0,4189.583333333333
Super built-up  Area,Udayapur Village,2.0,63.93,3,1440.0,4439.583333333333
Super built-up  Area,Ullal Uppanagar,5.0,75.0,6,2400.0,3125.0
Super built-up  Area,Ulsoor,3.0,215.0,3,2135.0,10070.257611241217
Built-up  Area,Ulsoor,2.0,120.0,2,1275.0,9411.764705882353
Built-up  Area,Ulsoor,3.0,110.0,3,1020.0,10784.313725490196
Super built-up  Area,Ulsoor,2.0,60.0,2,1200.0,5000.0
Built-up  Area,Ulsoor,2.0,100.0,2,1180.0,8474.57627118644
Built-up  Area,Ulsoor,3.0,90.0,3,1340.0,6716.417910447762
Super built-up  Area,Ulsoor,2.0,125.0,3,1500.0,8333.333333333334
Super built-up  Area,Ulsoor,3.0,185.0,3,2000.0,9250.0
Super built-up  Area,Ulsoor,2.0,120.0,2,1255.0,9561.752988047809
Super built-up  Area,Ulsoor,4.0,185.0,3,1685.0,10979.228486646884
Built-up  Area,Ulsoor,4.0,170.0,4,2500.0,6800.0
Super built-up  Area,Ulsoor,3.0,170.0,3,2135.0,7962.529274004683
Plot  Area,Ulsoor,2.0,130.0,2,1160.0,11206.896551724138
Built-up  Area,Upadhyaya Layout,2.0,67.0,3,1300.0,5153.846153846154
Built-up  Area,Upkar Layout,1.0,70.0,1,1050.0,6666.666666666667
Built-up  Area,Uttarahalli,2.0,62.0,3,1440.0,4305.555555555556
Built-up  Area,Uttarahalli,2.0,45.0,2,1143.0,3937.0078740157483
Built-up  Area,Uttarahalli,2.0,45.0,2,1020.0,4411.764705882353
Super built-up  Area,Uttarahalli,2.0,63.0,2,1286.0,4898.9113530326595
Super built-up  Area,Uttarahalli,2.0,45.0,2,1101.0,4087.193460490463
Built-up  Area,Uttarahalli,2.0,67.0,2,1345.0,4981.412639405205
Super built-up  Area,Uttarahalli,2.0,39.73,3,1135.0,3500.440528634361
Super built-up  Area,Uttarahalli,3.0,50.0,3,1540.0,3246.753246753247
Super built-up  Area,Uttarahalli,2.0,47.0,2,1175.0,4000.0
Super built-up  Area,Uttarahalli,2.0,62.55,3,1390.0,4500.0
Super built-up  Area,Uttarahalli,2.0,56.0,3,1330.0,4210.526315789473
Super built-up  Area,Uttarahalli,2.0,45.0,2,1008.0,4464.285714285715
Super built-up  Area,Uttarahalli,2.0,60.47,3,1390.0,4350.359712230216
Super built-up  Area,Uttarahalli,3.0,66.68,3,1617.0,4123.685837971553
Built-up  Area,Uttarahalli,2.0,49.0,2,1150.0,4260.869565217391
Super built-up  Area,Uttarahalli,2.0,56.0,3,1330.0,4210.526315789473
Super built-up  Area,Uttarahalli,2.0,44.0,2,1200.0,3666.6666666666665
Super built-up  Area,Uttarahalli,2.0,48.48,3,1385.0,3500.361010830325
Super built-up  Area,Uttarahalli,2.0,46.55,3,1330.0,3500.0
Built-up  Area,Uttarahalli,2.0,30.0,2,882.0,3401.360544217687
Super built-up  Area,Uttarahalli,2.0,39.71,2,993.0,3998.9929506545823
Super built-up  Area,Uttarahalli,2.0,45.0,2,1045.0,4306.2200956937795
Built-up  Area,Uttarahalli,2.0,37.93,2,850.0,4462.35294117647
Super built-up  Area,Uttarahalli,2.0,47.0,3,1330.0,3533.8345864661655
Super built-up  Area,Uttarahalli,6.0,120.0,6,3600.0,3333.3333333333335
Super built-up  Area,Uttarahalli,3.0,98.34,3,1788.0,5500.0
Super built-up  Area,Uttarahalli,2.0,57.0,3,1345.0,4237.918215613383
Super built-up  Area,Uttarahalli,2.0,43.55,2,1089.0,3999.0817263544536
Super built-up  Area,Uttarahalli,2.0,46.55,3,1330.0,3500.0
Super built-up  Area,Uttarahalli,2.0,48.0,2,1279.0,3752.9319781078966
Super built-up  Area,Uttarahalli,2.0,68.27,3,1845.0,3700.271002710027
Super built-up  Area,Uttarahalli,2.0,64.0,3,1425.0,4491.228070175439
Super built-up  Area,Uttarahalli,2.0,40.42,2,1155.0,3499.5670995670994
Super built-up  Area,Uttarahalli,2.0,42.0,2,1050.0,4000.0
Super built-up  Area,Uttarahalli,2.0,55.0,3,1300.0,4230.7692307692305
Built-up  Area,Uttarahalli,2.0,55.0,3,1250.0,4400.0
Carpet  Area,Uttarahalli,3.0,88.0,3,1700.0,5176.470588235294
Built-up  Area,Uttarahalli,3.0,50.0,3,1200.0,4166.666666666667
Built-up  Area,Uttarahalli,2.0,43.0,2,1085.0,3963.1336405529955
Carpet  Area,Uttarahalli,2.0,53.0,3,1350.0,3925.925925925926
Super built-up  Area,Uttarahalli,2.0,47.0,2,1175.0,4000.0
Super built-up  Area,Uttarahalli,3.0,91.2,3,1689.28,5398.74976321273
Super built-up  Area,Uttarahalli,2.0,47.0,2,1175.0,4000.0
Super built-up  Area,Uttarahalli,2.0,63.0,2,1137.0,5540.8970976253295
Super built-up  Area,Uttarahalli,2.0,52.85,3,1215.0,4349.794238683127
Super built-up  Area,Uttarahalli,2.0,53.0,2,1325.0,4000.0
Super built-up  Area,Uttarahalli,2.0,60.0,3,1300.0,4615.384615384615
Built-up  Area,Uttarahalli,2.0,35.0,2,850.0,4117.64705882353
Super built-up  Area,Uttarahalli,3.0,88.0,3,1627.86,5405.87028368533
Super built-up  Area,Uttarahalli,2.0,59.6,3,1490.0,4000.0
Super built-up  Area,Uttarahalli,2.0,61.2,3,1360.0,4500.0
Super built-up  Area,Uttarahalli,1.0,36.0,1,661.0,5446.293494704993
Super built-up  Area,Uttarahalli,2.0,45.36,2,1134.0,4000.0
Super built-up  Area,Uttarahalli,2.0,47.24,3,1350.0,3499.259259259259
Super built-up  Area,Uttarahalli,2.0,55.44,3,1320.0,4200.0
Super built-up  Area,Uttarahalli,2.0,61.16,3,1390.0,4400.0
Built-up  Area,Uttarahalli,2.0,45.0,2,1090.0,4128.440366972477
Super built-up  Area,Uttarahalli,2.0,42.0,2,1050.0,4000.0
Super built-up  Area,Uttarahalli,2.0,48.0,2,1123.0,4274.2653606411395
Super built-up  Area,Uttarahalli,2.0,56.0,3,1329.0,4213.694507148231
Super built-up  Area,Uttarahalli,2.0,35.0,2,938.0,3731.3432835820895
Super built-up  Area,Uttarahalli,2.0,47.0,3,1345.0,3494.4237918215613
Super built-up  Area,Uttarahalli,2.0,44.98,3,1285.0,3500.3891050583657
Super built-up  Area,Uttarahalli,1.0,45.0,2,1100.0,4090.909090909091
Super built-up  Area,Uttarahalli,2.0,47.0,2,1125.0,4177.777777777777
Super built-up  Area,Uttarahalli,2.0,47.0,3,1300.0,3615.3846153846152
Super built-up  Area,Uttarahalli,3.0,85.0,3,1685.0,5044.510385756676
Super built-up  Area,Uttarahalli,2.0,62.55,3,1390.0,4500.0
Super built-up  Area,Uttarahalli,2.0,59.6,3,1490.0,4000.0
Super built-up  Area,Uttarahalli,2.0,41.3,2,1180.0,3499.9999999999995
Super built-up  Area,Uttarahalli,2.0,42.0,2,1380.0,3043.478260869565
Super built-up  Area,Uttarahalli,2.0,95.0,3,1737.0,5469.199769717904
Super built-up  Area,Uttarahalli,2.0,48.48,3,1385.0,3500.361010830325
Built-up  Area,Uttarahalli,2.0,45.0,2,1160.0,3879.310344827586
Super built-up  Area,Uttarahalli,2.0,60.0,3,1280.0,4687.5
Built-up  Area,Uttarahalli,2.0,58.0,3,1480.0,3918.9189189189187
Super built-up  Area,Uttarahalli,2.0,53.55,2,1190.0,4500.0
Super built-up  Area,Uttarahalli,2.0,57.0,3,1330.0,4285.714285714285
Super built-up  Area,Uttarahalli,3.0,74.0,3,1560.0,4743.589743589743
Super built-up  Area,Uttarahalli,2.0,50.0,3,1250.0,4000.0
Super built-up  Area,Uttarahalli,2.0,48.0,2,1125.0,4266.666666666667
Super built-up  Area,Uttarahalli,2.0,55.44,3,1320.0,4200.0
Super built-up  Area,Uttarahalli,2.0,50.19,3,1255.0,3999.203187250996
Super built-up  Area,Uttarahalli,2.0,40.6,2,1160.0,3500.0
Super built-up  Area,Uttarahalli,2.0,50.19,3,1255.0,3999.203187250996
Super built-up  Area,Uttarahalli,2.0,42.59,2,1065.0,3999.06103286385
Super built-up  Area,Uttarahalli,2.0,46.76,2,1075.0,4349.767441860465
Super built-up  Area,Uttarahalli,2.0,40.6,2,1155.0,3515.151515151515
Super built-up  Area,Uttarahalli,2.0,42.59,3,1065.0,3999.06103286385
Super built-up  Area,Uttarahalli,2.0,47.59,3,1360.0,3499.264705882353
Super built-up  Area,Uttarahalli,2.0,52.85,3,1215.0,4349.794238683127
Super built-up  Area,Uttarahalli,3.0,58.0,3,1590.0,3647.7987421383646
Super built-up  Area,Uttarahalli,2.0,41.3,2,1180.0,3499.9999999999995
Super built-up  Area,Uttarahalli,2.0,47.24,3,1350.0,3499.259259259259
Super built-up  Area,Uttarahalli,2.0,50.0,3,1250.0,4000.0
Super built-up  Area,Uttarahalli,2.0,40.08,2,1002.0,4000.0
Built-up  Area,Uttarahalli,2.0,40.08,2,1002.0,4000.0
Super built-up  Area,Uttarahalli,2.0,40.0,2,1075.0,3720.9302325581393
Built-up  Area,Uttarahalli,3.0,60.0,3,1580.0,3797.46835443038
Super built-up  Area,Uttarahalli,2.0,40.43,2,1155.0,3500.4329004329006
Built-up  Area,Uttarahalli,2.0,50.0,3,1650.0,3030.3030303030305
Super built-up  Area,Uttarahalli,2.0,35.88,2,1025.0,3500.4878048780492
Super built-up  Area,Uttarahalli,2.0,47.65,2,1125.0,4235.555555555556
Super built-up  Area,Uttarahalli,2.0,55.0,2,1300.0,4230.7692307692305
Super built-up  Area,Uttarahalli,2.0,35.88,2,1025.0,3500.4878048780492
Built-up  Area,Uttarahalli,2.0,45.0,2,980.0,4591.836734693878
Super built-up  Area,Uttarahalli,2.0,47.0,2,1125.0,4177.777777777777
Super built-up  Area,Uttarahalli,2.0,39.73,3,1135.0,3500.440528634361
Super built-up  Area,Uttarahalli,2.0,47.24,3,1350.0,3499.259259259259
Super built-up  Area,Uttarahalli,2.0,50.0,3,1250.0,4000.0
Super built-up  Area,Uttarahalli,2.0,50.0,3,1250.0,4000.0
Super built-up  Area,Uttarahalli,2.0,47.0,2,1175.0,4000.0
Super built-up  Area,Uttarahalli,2.0,47.59,3,1360.0,3499.264705882353
Super built-up  Area,Uttarahalli,2.0,47.59,3,1360.0,3499.264705882353
Super built-up  Area,Uttarahalli,2.0,62.82,3,1525.0,4119.3442622950815
Super built-up  Area,Uttarahalli,2.0,65.0,3,1265.0,5138.339920948617
Super built-up  Area,Uttarahalli,3.0,57.0,3,1590.0,3584.9056603773583
Super built-up  Area,Uttarahalli,2.0,46.55,3,1330.0,3500.0
Super built-up  Area,Uttarahalli,2.0,48.0,2,1213.0,3957.131079967024
Super built-up  Area,Uttarahalli,2.0,59.0,3,1475.0,4000.0
Super built-up  Area,Uttarahalli,2.0,35.0,2,900.0,3888.8888888888887
Super built-up  Area,Uttarahalli,2.0,42.6,2,1065.0,4000.0
Super built-up  Area,Uttarahalli,2.0,46.55,3,1330.0,3500.0
Super built-up  Area,Uttarahalli,2.0,50.0,3,1250.0,4000.0
Super built-up  Area,Uttarahalli,2.0,47.0,2,1125.0,4177.777777777777
Super built-up  Area,Uttarahalli,2.0,55.25,3,1270.0,4350.393700787402
Super built-up  Area,Uttarahalli,2.0,55.25,3,1270.0,4350.393700787402
Super built-up  Area,Uttarahalli,2.0,45.0,2,1107.0,4065.040650406504
Built-up  Area,Uttarahalli,2.0,55.0,2,1200.0,4583.333333333333
Super built-up  Area,Uttarahalli,2.0,46.45,3,1330.0,3492.4812030075186
Super built-up  Area,Uttarahalli,3.0,76.0,3,1460.0,5205.479452054795
Super built-up  Area,Uttarahalli,3.0,68.0,3,1500.0,4533.333333333333
Built-up  Area,Uttarahalli,2.0,50.0,2,1120.0,4464.285714285715
Super built-up  Area,Uttarahalli,2.0,46.0,2,1150.0,4000.0
Super built-up  Area,Uttarahalli,2.0,58.0,3,1330.0,4360.902255639097
Super built-up  Area,Uttarahalli,3.0,57.0,3,1590.0,3584.9056603773583
